"","position","played_at","track.artists","track.duration_ms","track.explicit","track.id","track.is_local","track.name","track.popularity","track.track_number","track.type","first_genre","user","gender","age","accousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","valence"
"11",43,"2025-12-16T15:28:59.548Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4pnp4w9g30yLfVIAFnZMRd'}, 'href': 'https://api.spotify.com/v1/artists/4pnp4w9g30yLfVIAFnZMRd', 'id': '4pnp4w9g30yLfVIAFnZMRd', 'name': 'ACRAZE', 'type': 'artist', 'uri': 'spotify:artist:4pnp4w9g30yLfVIAFnZMRd'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1c70yCa8sRgIiQxl3HOEFo'}, 'href': 'https://api.spotify.com/v1/artists/1c70yCa8sRgIiQxl3HOEFo', 'id': '1c70yCa8sRgIiQxl3HOEFo', 'name': 'Cherish', 'type': 'artist', 'uri': 'spotify:artist:1c70yCa8sRgIiQxl3HOEFo'}]",157890,FALSE,"7cyGxmLnHWlwt41cr2RZzG",FALSE,"Do It To It",75,1,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.0209","0.854","0.806","0.0542","11","0.0703","-8.262","0","0.0886","124.927","0.637"
"12",42,"2025-12-16T15:28:47.608Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU'}, 'href': 'https://api.spotify.com/v1/artists/4gzpq5DPGxSnKTe4SA8HAU', 'id': '4gzpq5DPGxSnKTe4SA8HAU', 'name': 'Coldplay', 'type': 'artist', 'uri': 'spotify:artist:4gzpq5DPGxSnKTe4SA8HAU'}]",242373,FALSE,"3Fcfwhm8oRrBvBZ8KGhtea",FALSE,"Viva La Vida",74,7,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",41,"2025-12-16T15:28:31.226Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ENS85nZShljwNgg4wFD7D'}, 'href': 'https://api.spotify.com/v1/artists/5ENS85nZShljwNgg4wFD7D', 'id': '5ENS85nZShljwNgg4wFD7D', 'name': 'Gabry Ponte', 'type': 'artist', 'uri': 'spotify:artist:5ENS85nZShljwNgg4wFD7D'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0TKFPt9w0AAEnhB9bd0pLy'}, 'href': 'https://api.spotify.com/v1/artists/0TKFPt9w0AAEnhB9bd0pLy', 'id': '0TKFPt9w0AAEnhB9bd0pLy', 'name': 'LUM!X', 'type': 'artist', 'uri': 'spotify:artist:0TKFPt9w0AAEnhB9bd0pLy'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3iMzbvXlgNUpoFccD60bvr'}, 'href': 'https://api.spotify.com/v1/artists/3iMzbvXlgNUpoFccD60bvr', 'id': '3iMzbvXlgNUpoFccD60bvr', 'name': 'Prezioso', 'type': 'artist', 'uri': 'spotify:artist:3iMzbvXlgNUpoFccD60bvr'}]",160000,FALSE,"2USlegnFJLrVLpoVfPimKB",FALSE,"Thunder",77,1,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.0342","0.67","0.896","3.21e-05","1","0.344","-4.673","1","0.058","101.216","0.403"
"14",40,"2025-12-16T15:28:25.516Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1vJHfCreWAS46V8RZ67ojo'}, 'href': 'https://api.spotify.com/v1/artists/1vJHfCreWAS46V8RZ67ojo', 'id': '1vJHfCreWAS46V8RZ67ojo', 'name': 'Ben Klock', 'type': 'artist', 'uri': 'spotify:artist:1vJHfCreWAS46V8RZ67ojo'}]",297013,FALSE,"5hj0HqaZqLIDlpYMZl3sRK",FALSE,"Underneath - Original Mix",27,4,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.884","0.818","0.248","0.938","9","0.103","-22.071","0","0.05","126.014","0.249"
"15",39,"2025-12-16T15:28:21.518Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5YFS41yoX0YuFY39fq21oN'}, 'href': 'https://api.spotify.com/v1/artists/5YFS41yoX0YuFY39fq21oN', 'id': '5YFS41yoX0YuFY39fq21oN', 'name': 'Bob Sinclar', 'type': 'artist', 'uri': 'spotify:artist:5YFS41yoX0YuFY39fq21oN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2SwhNukah1MYpLR594PnuC'}, 'href': 'https://api.spotify.com/v1/artists/2SwhNukah1MYpLR594PnuC', 'id': '2SwhNukah1MYpLR594PnuC', 'name': 'Steve Edwards', 'type': 'artist', 'uri': 'spotify:artist:2SwhNukah1MYpLR594PnuC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1VJ0briNOlXRtJUAzoUJdt'}, 'href': 'https://api.spotify.com/v1/artists/1VJ0briNOlXRtJUAzoUJdt', 'id': '1VJ0briNOlXRtJUAzoUJdt', 'name': 'FISHER', 'type': 'artist', 'uri': 'spotify:artist:1VJ0briNOlXRtJUAzoUJdt'}]",178304,FALSE,"6ryWXzeSbDX5cebOrgjMKL",FALSE,"World, Hold On - FISHER Rework",62,1,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",38,"2025-12-16T15:27:56.096Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'}, 'href': 'https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai', 'id': '1Cs0zKBU1kc0i8ypK3B9ai', 'name': 'David Guetta', 'type': 'artist', 'uri': 'spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3Xt3RrJMFv5SZkCfUE8C1J'}, 'href': 'https://api.spotify.com/v1/artists/3Xt3RrJMFv5SZkCfUE8C1J', 'id': '3Xt3RrJMFv5SZkCfUE8C1J', 'name': 'Kim Petras', 'type': 'artist', 'uri': 'spotify:artist:3Xt3RrJMFv5SZkCfUE8C1J'}]",147432,FALSE,"1CcLA0eaauck34YEIrvAAq",FALSE,"When We Were Young (The Logical Song)",74,1,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.0526","0.657","0.914","6.32e-06","0","0.109","-4.513","0","0.0523","139.989","0.502"
"17",37,"2025-12-16T15:27:42.295Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2yNNYQBChuox9A5Ka93BIn'}, 'href': 'https://api.spotify.com/v1/artists/2yNNYQBChuox9A5Ka93BIn', 'id': '2yNNYQBChuox9A5Ka93BIn', 'name': 'HUNTR/X', 'type': 'artist', 'uri': 'spotify:artist:2yNNYQBChuox9A5Ka93BIn'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0RMJOzHDhAKY1o2j0W0vxY'}, 'href': 'https://api.spotify.com/v1/artists/0RMJOzHDhAKY1o2j0W0vxY', 'id': '0RMJOzHDhAKY1o2j0W0vxY', 'name': 'EJAE', 'type': 'artist', 'uri': 'spotify:artist:0RMJOzHDhAKY1o2j0W0vxY'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0Wwji82sLA0Hcvtuak3omb'}, 'href': 'https://api.spotify.com/v1/artists/0Wwji82sLA0Hcvtuak3omb', 'id': '0Wwji82sLA0Hcvtuak3omb', 'name': 'AUDREY NUNA', 'type': 'artist', 'uri': 'spotify:artist:0Wwji82sLA0Hcvtuak3omb'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6U1dV7aL68N7Gb0Naq34V5'}, 'href': 'https://api.spotify.com/v1/artists/6U1dV7aL68N7Gb0Naq34V5', 'id': '6U1dV7aL68N7Gb0Naq34V5', 'name': 'REI AMI', 'type': 'artist', 'uri': 'spotify:artist:6U1dV7aL68N7Gb0Naq34V5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7mW7Tv7NvywKKXqafZo0Lc'}, 'href': 'https://api.spotify.com/v1/artists/7mW7Tv7NvywKKXqafZo0Lc', 'id': '7mW7Tv7NvywKKXqafZo0Lc', 'name': 'KPop Demon Hunters Cast', 'type': 'artist', 'uri': 'spotify:artist:7mW7Tv7NvywKKXqafZo0Lc'}]",194607,FALSE,"1CPZ5BxNNd0n0nF4Orb9JS",FALSE,"Golden",98,4,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.0966","0.651","0.686","0","4","0.185","-4.371","0","0.0616","122.715","0.104"
"18",36,"2025-12-16T15:27:38.517Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1vJHfCreWAS46V8RZ67ojo'}, 'href': 'https://api.spotify.com/v1/artists/1vJHfCreWAS46V8RZ67ojo', 'id': '1vJHfCreWAS46V8RZ67ojo', 'name': 'Ben Klock', 'type': 'artist', 'uri': 'spotify:artist:1vJHfCreWAS46V8RZ67ojo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4F4nGwhfwU7cI26FXK9ZlE'}, 'href': 'https://api.spotify.com/v1/artists/4F4nGwhfwU7cI26FXK9ZlE', 'id': '4F4nGwhfwU7cI26FXK9ZlE', 'name': 'Etapp Kyle', 'type': 'artist', 'uri': 'spotify:artist:4F4nGwhfwU7cI26FXK9ZlE'}]",369320,FALSE,"673SofWYu17pDQJBAII6ak",FALSE,"A Friend Of A Friend",31,1,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.128","0.628","0.529","0.837","9","0.222","-11.744","0","0.0993","142.982","0.43"
"19",35,"2025-12-16T15:27:36.973Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3v6Ji4uoWtKRkhuDUaxi9n'}, 'href': 'https://api.spotify.com/v1/artists/3v6Ji4uoWtKRkhuDUaxi9n', 'id': '3v6Ji4uoWtKRkhuDUaxi9n', 'name': 'Dynoro', 'type': 'artist', 'uri': 'spotify:artist:3v6Ji4uoWtKRkhuDUaxi9n'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1OAjDaKgg00KCUYqDe68un'}, 'href': 'https://api.spotify.com/v1/artists/1OAjDaKgg00KCUYqDe68un', 'id': '1OAjDaKgg00KCUYqDe68un', 'name': ""Gigi D'Agostino"", 'type': 'artist', 'uri': 'spotify:artist:1OAjDaKgg00KCUYqDe68un'}]",184560,FALSE,"0E9ZjEAyAwOXZ7wJC0PD33",FALSE,"In My Mind",78,1,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.176","0.694","0.77","1.1e-05","6","0.118","-5.335","1","0.149","125.905","0.163"
"20",34,"2025-12-16T15:27:35.376Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q'}, 'href': 'https://api.spotify.com/v1/artists/53XhwfbYqKCa1cC15pYq2q', 'id': '53XhwfbYqKCa1cC15pYq2q', 'name': 'Imagine Dragons', 'type': 'artist', 'uri': 'spotify:artist:53XhwfbYqKCa1cC15pYq2q'}]",201240,FALSE,"6Qn5zhYkTa37e91HC1D7lb",FALSE,"Whatever It Takes",83,3,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.0362","0.672","0.655","0","10","0.117","-5.021","0","0.031","134.948","0.555"
"21",33,"2025-12-16T15:27:29.134Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3exvMmrLV6o4R42YnG3Id6'}, 'href': 'https://api.spotify.com/v1/artists/3exvMmrLV6o4R42YnG3Id6', 'id': '3exvMmrLV6o4R42YnG3Id6', 'name': 'Egzod', 'type': 'artist', 'uri': 'spotify:artist:3exvMmrLV6o4R42YnG3Id6'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1HD6q5dxREv64GOc3H7vBs'}, 'href': 'https://api.spotify.com/v1/artists/1HD6q5dxREv64GOc3H7vBs', 'id': '1HD6q5dxREv64GOc3H7vBs', 'name': 'Maestro Chives', 'type': 'artist', 'uri': 'spotify:artist:1HD6q5dxREv64GOc3H7vBs'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/38wxcfNEqMwuPniHvplin5'}, 'href': 'https://api.spotify.com/v1/artists/38wxcfNEqMwuPniHvplin5', 'id': '38wxcfNEqMwuPniHvplin5', 'name': 'Neoni', 'type': 'artist', 'uri': 'spotify:artist:38wxcfNEqMwuPniHvplin5'}]",223520,FALSE,"7kUljt0NM5sISL3OGNVxYd",FALSE,"Royalty",80,1,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.0181","0.388","0.855","8.11e-05","4","0.137","-4.229","0","0.0644","80.121","0.32"
"22",32,"2025-12-16T15:27:04.001Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'}, 'href': 'https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai', 'id': '1Cs0zKBU1kc0i8ypK3B9ai', 'name': 'David Guetta', 'type': 'artist', 'uri': 'spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0z4gvV4rjIZ9wHck67ucSV'}, 'href': 'https://api.spotify.com/v1/artists/0z4gvV4rjIZ9wHck67ucSV', 'id': '0z4gvV4rjIZ9wHck67ucSV', 'name': 'Akon', 'type': 'artist', 'uri': 'spotify:artist:0z4gvV4rjIZ9wHck67ucSV'}]",195853,TRUE,"2dGxjfhFXDIUX9h5ImyKkE",FALSE,"Sexy Bitch (feat. Akon)",81,3,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.0771","0.813","0.627","0.000616","11","0.131","-5.018","0","0.0486","130.011","0.801"
"23",31,"2025-12-16T15:26:56.416Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b'}, 'href': 'https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b', 'id': '3PhoLpVuITZKcymswpck5b', 'name': 'Elton John', 'type': 'artist', 'uri': 'spotify:artist:3PhoLpVuITZKcymswpck5b'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we'}, 'href': 'https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we', 'id': '6M2wZ9GZgrQXHCFfjv46we', 'name': 'Dua Lipa', 'type': 'artist', 'uri': 'spotify:artist:6M2wZ9GZgrQXHCFfjv46we'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6n28c9qs9hNGriNa72b26u'}, 'href': 'https://api.spotify.com/v1/artists/6n28c9qs9hNGriNa72b26u', 'id': '6n28c9qs9hNGriNa72b26u', 'name': 'PNAU', 'type': 'artist', 'uri': 'spotify:artist:6n28c9qs9hNGriNa72b26u'}]",202735,FALSE,"6JIC3hbC28JZKZ8AlAqX8h",FALSE,"Cold Heart - PNAU Remix",80,1,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.0354","0.795","0.8","7.25e-05","1","0.0915","-6.32","1","0.0309","116.032","0.934"
"24",30,"2025-12-16T15:26:51.849Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6mDl7lQiLxT0iQ8LYhAlWy'}, 'href': 'https://api.spotify.com/v1/artists/6mDl7lQiLxT0iQ8LYhAlWy', 'id': '6mDl7lQiLxT0iQ8LYhAlWy', 'name': 'Zerb', 'type': 'artist', 'uri': 'spotify:artist:6mDl7lQiLxT0iQ8LYhAlWy'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5Y2FS5YbGf7yRDumzD5nY3'}, 'href': 'https://api.spotify.com/v1/artists/5Y2FS5YbGf7yRDumzD5nY3', 'id': '5Y2FS5YbGf7yRDumzD5nY3', 'name': 'Sofiya Nzau', 'type': 'artist', 'uri': 'spotify:artist:5Y2FS5YbGf7yRDumzD5nY3'}]",208135,FALSE,"1YexFEloUaShjmXGE0iPR1",FALSE,"Mwaki",72,3,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.201","0.847","0.637","0.201","7","0.121","-8.751","0","0.0587","120.033","0.0509"
"25",29,"2025-12-16T15:26:45.989Z","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5GYaRwCWwhU6SIQrQ5G3b7'}, 'href': 'https://api.spotify.com/v1/artists/5GYaRwCWwhU6SIQrQ5G3b7', 'id': '5GYaRwCWwhU6SIQrQ5G3b7', 'name': 'Hypaton', 'type': 'artist', 'uri': 'spotify:artist:5GYaRwCWwhU6SIQrQ5G3b7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'}, 'href': 'https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai', 'id': '1Cs0zKBU1kc0i8ypK3B9ai', 'name': 'David Guetta', 'type': 'artist', 'uri': 'spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/488v7rQzthLNK22r0UvMie'}, 'href': 'https://api.spotify.com/v1/artists/488v7rQzthLNK22r0UvMie', 'id': '488v7rQzthLNK22r0UvMie', 'name': 'La Bouche', 'type': 'artist', 'uri': 'spotify:artist:488v7rQzthLNK22r0UvMie'}]",169523,FALSE,"2aQpISWUBToaF84DDiTeRV",FALSE,"Be My Lover (feat. La Bouche) - 2023 Mix",74,1,"track",3,"19befa2d20a544b3819a1236cf7536c4_Harsh1","F",20,"0.0347","0.589","0.973","0.000945","8","0.45","-5.317","1","0.0426","126.003","0.115"
